event_id,contract_address,event_type,block_timestamp,seconds_since_last_event
evt_03604,0xBeta,Depos-X,2025-07-02 03:01:00,255.0
evt_03605,0xBeta,Yank,2025-07-02 03:01:15,15.0
evt_03652,0xBeta,Withdr-O,2025-07-02 03:13:00,705.0
evt_03657,0xBeta,Minty,2025-07-02 03:14:15,75.0
evt_03675,0xBeta,Flux,2025-07-02 03:18:45,270.0
evt_03698,0xBeta,Withdr-O,2025-07-02 03:24:30,345.0
evt_03705,0xBeta,Zync,2025-07-02 03:26:15,105.0
evt_03713,0xBeta,Flux,2025-07-02 03:28:15,120.0
evt_03727,0xBeta,Yank,2025-07-02 03:31:45,210.0
evt_03740,0xBeta,Flux,2025-07-02 03:35:00,195.0
evt_03751,0xBeta,Withdr-O,2025-07-02 03:37:45,165.0
evt_03768,0xBeta,Depos-X,2025-07-02 03:42:00,255.0
evt_03786,0xBeta,Glint,2025-07-02 03:46:30,270.0
evt_03858,0xBeta,Depos-X,2025-07-02 04:04:30,1080.0
evt_03870,0xBeta,Glint,2025-07-02 04:07:30,180.0
evt_03880,0xBeta,Glint,2025-07-02 04:10:00,150.0
evt_03910,0xBeta,Yank,2025-07-02 04:17:30,450.0
evt_03933,0xBeta,Zync,2025-07-02 04:23:15,345.0
evt_03941,0xBeta,Withdr-O,2025-07-02 04:25:15,120.0
evt_03944,0xBeta,Zync,2025-07-02 04:26:00,45.0
evt_03949,0xBeta,Zync,2025-07-02 04:27:15,75.0
evt_03990,0xBeta,Glint,2025-07-02 04:37:30,615.0
evt_04009,0xBeta,Flux,2025-07-02 04:42:15,285.0
evt_04039,0xBeta,Depos-X,2025-07-02 04:49:45,450.0
evt_04070,0xBeta,Withdr-O,2025-07-02 04:57:30,465.0
evt_04072,0xBeta,Depos-X,2025-07-02 04:58:00,30.0
evt_04078,0xBeta,Depos-X,2025-07-02 04:59:30,90.0
evt_04088,0xBeta,Flux,2025-07-02 05:02:00,150.0
evt_04103,0xBeta,Zync,2025-07-02 05:05:45,225.0
evt_04122,0xBeta,Minty,2025-07-02 05:10:30,285.0
evt_04130,0xBeta,Minty,2025-07-02 05:12:30,120.0
evt_04136,0xBeta,Glint,2025-07-02 05:14:00,90.0
evt_04147,0xBeta,Flux,2025-07-02 05:16:45,165.0
evt_04166,0xBeta,Withdr-O,2025-07-02 05:21:30,285.0
evt_04186,0xBeta,Flux,2025-07-02 05:26:30,300.0
evt_04215,0xBeta,Depos-X,2025-07-02 05:33:45,435.0
evt_04226,0xBeta,Yank,2025-07-02 05:36:30,165.0
evt_04229,0xBeta,Withdr-O,2025-07-02 05:37:15,45.0
evt_04236,0xBeta,Yank,2025-07-02 05:39:00,105.0
evt_04260,0xBeta,Zync,2025-07-02 05:45:00,360.0
evt_04278,0xBeta,Flux,2025-07-02 05:49:30,270.0
evt_04291,0xBeta,Yank,2025-07-02 05:52:45,195.0
evt_04350,0xBeta,Withdr-O,2025-07-02 06:07:30,885.0
evt_04393,0xBeta,Minty,2025-07-02 06:18:15,645.0
evt_04408,0xBeta,Zync,2025-07-02 06:22:00,225.0
evt_04411,0xBeta,Zync,2025-07-02 06:22:45,45.0
evt_04445,0xBeta,Flux,2025-07-02 06:31:15,510.0
evt_04477,0xBeta,Flux,2025-07-02 06:39:15,480.0
evt_04502,0xBeta,Depos-X,2025-07-02 06:45:30,375.0
evt_04509,0xBeta,Flux,2025-07-02 06:47:15,105.0
evt_04523,0xBeta,Withdr-O,2025-07-02 06:50:45,210.0
evt_04542,0xBeta,Withdr-O,2025-07-02 06:55:30,285.0
evt_04554,0xBeta,Minty,2025-07-02 06:58:30,180.0
evt_04570,0xBeta,Zync,2025-07-02 07:02:30,240.0
evt_04586,0xBeta,Withdr-O,2025-07-02 07:06:30,240.0
evt_04598,0xBeta,Glint,2025-07-02 07:09:30,180.0
evt_04606,0xBeta,Minty,2025-07-02 07:11:30,120.0
evt_04618,0xBeta,Withdr-O,2025-07-02 07:14:30,180.0
evt_04644,0xBeta,Flux,2025-07-02 07:21:00,390.0
evt_04652,0xBeta,Yank,2025-07-02 07:23:00,120.0
evt_04665,0xBeta,Minty,2025-07-02 07:26:15,195.0
evt_04669,0xBeta,Yank,2025-07-02 07:27:15,60.0
evt_04675,0xBeta,Glint,2025-07-02 07:28:45,90.0
evt_04680,0xBeta,Zync,2025-07-02 07:30:00,75.0
evt_04685,0xBeta,Withdr-O,2025-07-02 07:31:15,75.0
evt_04711,0xBeta,Minty,2025-07-02 07:37:45,390.0
evt_04730,0xBeta,Depos-X,2025-07-02 07:42:30,285.0
evt_04741,0xBeta,Depos-X,2025-07-02 07:45:15,165.0
evt_04767,0xBeta,Yank,2025-07-02 07:51:45,390.0
evt_04788,0xBeta,Minty,2025-07-02 07:57:00,315.0
evt_04796,0xBeta,Zync,2025-07-02 07:59:00,120.0
evt_04798,0xBeta,Depos-X,2025-07-02 07:59:30,30.0
evt_04807,0xBeta,Withdr-O,2025-07-02 08:01:45,135.0
evt_04826,0xBeta,Yank,2025-07-02 08:06:30,285.0
evt_04844,0xBeta,Withdr-O,2025-07-02 08:11:00,270.0
evt_04867,0xBeta,Glint,2025-07-02 08:16:45,345.0
evt_04890,0xBeta,Minty,2025-07-02 08:22:30,345.0
evt_04900,0xBeta,Withdr-O,2025-07-02 08:25:00,150.0
evt_04912,0xBeta,Glint,2025-07-02 08:28:00,180.0
evt_04930,0xBeta,Zync,2025-07-02 08:32:30,270.0
evt_04991,0xBeta,Glint,2025-07-02 08:47:45,915.0
evt_05017,0xBeta,Glint,2025-07-02 08:54:15,390.0
evt_05024,0xBeta,Withdr-O,2025-07-02 08:56:00,105.0
evt_05032,0xBeta,Depos-X,2025-07-02 08:58:00,120.0
evt_05037,0xBeta,Flux,2025-07-02 08:59:15,75.0
evt_05038,0xBeta,Yank,2025-07-02 08:59:30,15.0
evt_05043,0xBeta,Flux,2025-07-02 09:00:45,75.0
evt_05057,0xBeta,Depos-X,2025-07-02 09:04:15,210.0
evt_05058,0xBeta,Depos-X,2025-07-02 09:04:30,15.0
evt_05070,0xBeta,Minty,2025-07-02 09:07:30,180.0
evt_05080,0xBeta,Flux,2025-07-02 09:10:00,150.0
evt_05082,0xBeta,Glint,2025-07-02 09:10:30,30.0
evt_05114,0xBeta,Minty,2025-07-02 09:18:30,480.0
evt_05118,0xBeta,Depos-X,2025-07-02 09:19:30,60.0
evt_05122,0xBeta,Minty,2025-07-02 09:20:30,60.0
evt_05172,0xBeta,Glint,2025-07-02 09:33:00,750.0
evt_05177,0xBeta,Depos-X,2025-07-02 09:34:15,75.0
evt_05185,0xBeta,Zync,2025-07-02 09:36:15,120.0
evt_05194,0xBeta,Flux,2025-07-02 09:38:30,135.0
evt_05233,0xBeta,Depos-X,2025-07-02 09:48:15,585.0
evt_05239,0xBeta,Flux,2025-07-02 09:49:45,90.0
evt_05248,0xBeta,Zync,2025-07-02 09:52:00,135.0
evt_05250,0xBeta,Flux,2025-07-02 09:52:30,30.0
evt_05293,0xBeta,Yank,2025-07-02 10:03:15,645.0
evt_05339,0xBeta,Zync,2025-07-02 10:14:45,690.0
evt_05348,0xBeta,Withdr-O,2025-07-02 10:17:00,135.0
evt_05352,0xBeta,Flux,2025-07-02 10:18:00,60.0
evt_05353,0xBeta,Minty,2025-07-02 10:18:15,15.0
evt_05357,0xBeta,Flux,2025-07-02 10:19:15,60.0
evt_05373,0xBeta,Minty,2025-07-02 10:23:15,240.0
evt_05432,0xBeta,Withdr-O,2025-07-02 10:38:00,885.0
evt_05441,0xBeta,Yank,2025-07-02 10:40:15,135.0
evt_05445,0xBeta,Minty,2025-07-02 10:41:15,60.0
evt_05454,0xBeta,Zync,2025-07-02 10:43:30,135.0
evt_05461,0xBeta,Glint,2025-07-02 10:45:15,105.0
evt_05502,0xBeta,Yank,2025-07-02 10:55:30,615.0
evt_05569,0xBeta,Yank,2025-07-02 11:12:15,1005.0
evt_05591,0xBeta,Glint,2025-07-02 11:17:45,330.0
evt_05605,0xBeta,Yank,2025-07-02 11:21:15,210.0
evt_05620,0xBeta,Zync,2025-07-02 11:25:00,225.0
evt_05654,0xBeta,Withdr-O,2025-07-02 11:33:30,510.0
evt_05667,0xBeta,Depos-X,2025-07-02 11:36:45,195.0
evt_05773,0xBeta,Depos-X,2025-07-02 12:03:15,1590.0
evt_05780,0xBeta,Glint,2025-07-02 12:05:00,105.0
evt_05803,0xBeta,Zync,2025-07-02 12:10:45,345.0
evt_05838,0xBeta,Yank,2025-07-02 12:19:30,525.0
evt_05849,0xBeta,Withdr-O,2025-07-02 12:22:15,165.0
evt_05891,0xBeta,Glint,2025-07-02 12:32:45,630.0
evt_05905,0xBeta,Withdr-O,2025-07-02 12:36:15,210.0
evt_05911,0xBeta,Minty,2025-07-02 12:37:45,90.0
evt_05915,0xBeta,Withdr-O,2025-07-02 12:38:45,60.0
evt_05950,0xBeta,Minty,2025-07-02 12:47:30,525.0
evt_05965,0xBeta,Zync,2025-07-02 12:51:15,225.0
evt_06024,0xBeta,Zync,2025-07-02 13:06:00,885.0
evt_06029,0xBeta,Depos-X,2025-07-02 13:07:15,75.0
evt_06034,0xBeta,Glint,2025-07-02 13:08:30,75.0
evt_06076,0xBeta,Glint,2025-07-02 13:19:00,630.0
evt_06130,0xBeta,Flux,2025-07-02 13:32:30,810.0
evt_06143,0xBeta,Yank,2025-07-02 13:35:45,195.0
evt_06157,0xBeta,Glint,2025-07-02 13:39:15,210.0
evt_06161,0xBeta,Flux,2025-07-02 13:40:15,60.0
evt_06165,0xBeta,Yank,2025-07-02 13:41:15,60.0
evt_06181,0xBeta,Flux,2025-07-02 13:45:15,240.0
evt_06208,0xBeta,Flux,2025-07-02 13:52:00,405.0
evt_06254,0xBeta,Yank,2025-07-02 14:03:30,690.0
evt_06266,0xBeta,Glint,2025-07-02 14:06:30,180.0
evt_06272,0xBeta,Withdr-O,2025-07-02 14:08:00,90.0
evt_06274,0xBeta,Withdr-O,2025-07-02 14:08:30,30.0
evt_06283,0xBeta,Flux,2025-07-02 14:10:45,135.0
evt_06307,0xBeta,Flux,2025-07-02 14:16:45,360.0
evt_06308,0xBeta,Depos-X,2025-07-02 14:17:00,15.0
evt_06341,0xBeta,Zync,2025-07-02 14:25:15,495.0
evt_06365,0xBeta,Minty,2025-07-02 14:31:15,360.0
evt_06398,0xBeta,Minty,2025-07-02 14:39:30,495.0
evt_06423,0xBeta,Yank,2025-07-02 14:45:45,375.0
evt_06465,0xBeta,Zync,2025-07-02 14:56:15,630.0
evt_06473,0xBeta,Depos-X,2025-07-02 14:58:15,120.0
evt_06492,0xBeta,Minty,2025-07-02 15:03:00,285.0
evt_06493,0xBeta,Withdr-O,2025-07-02 15:03:15,15.0
evt_06506,0xBeta,Minty,2025-07-02 15:06:30,195.0
evt_06509,0xBeta,Depos-X,2025-07-02 15:07:15,45.0
evt_06549,0xBeta,Withdr-O,2025-07-02 15:17:15,600.0
evt_06572,0xBeta,Flux,2025-07-02 15:23:00,345.0
evt_06588,0xBeta,Glint,2025-07-02 15:27:00,240.0
evt_06610,0xBeta,Withdr-O,2025-07-02 15:32:30,330.0
evt_06620,0xBeta,Minty,2025-07-02 15:35:00,150.0
evt_06645,0xBeta,Minty,2025-07-02 15:41:15,375.0
evt_06648,0xBeta,Depos-X,2025-07-02 15:42:00,45.0
evt_06649,0xBeta,Withdr-O,2025-07-02 15:42:15,15.0
evt_06672,0xBeta,Depos-X,2025-07-02 15:48:00,345.0
evt_06696,0xBeta,Yank,2025-07-02 15:54:00,360.0
evt_06731,0xBeta,Glint,2025-07-02 16:02:45,525.0
evt_06739,0xBeta,Glint,2025-07-02 16:04:45,120.0
evt_06747,0xBeta,Minty,2025-07-02 16:06:45,120.0
evt_06772,0xBeta,Glint,2025-07-02 16:13:00,375.0
evt_06778,0xBeta,Minty,2025-07-02 16:14:30,90.0
evt_06781,0xBeta,Minty,2025-07-02 16:15:15,45.0
evt_06794,0xBeta,Withdr-O,2025-07-02 16:18:30,195.0
evt_06805,0xBeta,Flux,2025-07-02 16:21:15,165.0
evt_06814,0xBeta,Glint,2025-07-02 16:23:30,135.0
evt_06833,0xBeta,Minty,2025-07-02 16:28:15,285.0
evt_06842,0xBeta,Zync,2025-07-02 16:30:30,135.0
evt_06881,0xBeta,Withdr-O,2025-07-02 16:40:15,585.0
evt_06885,0xBeta,Depos-X,2025-07-02 16:41:15,60.0
evt_06925,0xBeta,Depos-X,2025-07-02 16:51:15,600.0
evt_06927,0xBeta,Minty,2025-07-02 16:51:45,30.0
evt_06939,0xBeta,Minty,2025-07-02 16:54:45,180.0
evt_06944,0xBeta,Minty,2025-07-02 16:56:00,75.0
evt_06951,0xBeta,Withdr-O,2025-07-02 16:57:45,105.0
evt_06964,0xBeta,Withdr-O,2025-07-02 17:01:00,195.0
evt_06986,0xBeta,Glint,2025-07-02 17:06:30,330.0
evt_06988,0xBeta,Withdr-O,2025-07-02 17:07:00,30.0
evt_07005,0xBeta,Minty,2025-07-02 17:11:15,255.0
evt_07020,0xBeta,Yank,2025-07-02 17:15:00,225.0
evt_07025,0xBeta,Flux,2025-07-02 17:16:15,75.0
evt_07027,0xBeta,Flux,2025-07-02 17:16:45,30.0
evt_07045,0xBeta,Flux,2025-07-02 17:21:15,270.0
evt_07046,0xBeta,Zync,2025-07-02 17:21:30,15.0
evt_07052,0xBeta,Depos-X,2025-07-02 17:23:00,90.0
evt_07067,0xBeta,Minty,2025-07-02 17:26:45,225.0
evt_07084,0xBeta,Withdr-O,2025-07-02 17:31:00,255.0
evt_07089,0xBeta,Depos-X,2025-07-02 17:32:15,75.0
evt_07091,0xBeta,Zync,2025-07-02 17:32:45,30.0
evt_07138,0xBeta,Glint,2025-07-02 17:44:30,705.0
evt_07148,0xBeta,Zync,2025-07-02 17:47:00,150.0
evt_07182,0xBeta,Glint,2025-07-02 17:55:30,510.0
evt_07186,0xBeta,Zync,2025-07-02 17:56:30,60.0
evt_07198,0xBeta,Zync,2025-07-02 17:59:30,180.0
evt_07202,0xBeta,Zync,2025-07-02 18:00:30,60.0
evt_07218,0xBeta,Zync,2025-07-02 18:04:30,240.0
evt_07219,0xBeta,Yank,2025-07-02 18:04:45,15.0
evt_07220,0xBeta,Glint,2025-07-02 18:05:00,15.0
evt_07226,0xBeta,Zync,2025-07-02 18:06:30,90.0
evt_07239,0xBeta,Depos-X,2025-07-02 18:09:45,195.0
evt_07267,0xBeta,Withdr-O,2025-07-02 18:16:45,420.0
evt_07269,0xBeta,Flux,2025-07-02 18:17:15,30.0
evt_07327,0xBeta,Glint,2025-07-02 18:31:45,870.0
evt_07331,0xBeta,Glint,2025-07-02 18:32:45,60.0
evt_07349,0xBeta,Depos-X,2025-07-02 18:37:15,270.0
evt_07364,0xBeta,Minty,2025-07-02 18:41:00,225.0
evt_07377,0xBeta,Depos-X,2025-07-02 18:44:15,195.0
evt_07386,0xBeta,Withdr-O,2025-07-02 18:46:30,135.0
evt_07406,0xBeta,Flux,2025-07-02 18:51:30,300.0
evt_07410,0xBeta,Zync,2025-07-02 18:52:30,60.0
evt_07418,0xBeta,Depos-X,2025-07-02 18:54:30,120.0
evt_07430,0xBeta,Zync,2025-07-02 18:57:30,180.0
evt_07453,0xBeta,Flux,2025-07-02 19:03:15,345.0
evt_07456,0xBeta,Depos-X,2025-07-02 19:04:00,45.0
evt_07464,0xBeta,Yank,2025-07-02 19:06:00,120.0
evt_07485,0xBeta,Flux,2025-07-02 19:11:15,315.0
evt_07524,0xBeta,Minty,2025-07-02 19:21:00,585.0
evt_07551,0xBeta,Minty,2025-07-02 19:27:45,405.0
evt_07561,0xBeta,Depos-X,2025-07-02 19:30:15,150.0
evt_07585,0xBeta,Withdr-O,2025-07-02 19:36:15,360.0
evt_07591,0xBeta,Flux,2025-07-02 19:37:45,90.0
evt_07649,0xBeta,Zync,2025-07-02 19:52:15,870.0
evt_07652,0xBeta,Yank,2025-07-02 19:53:00,45.0
evt_07655,0xBeta,Flux,2025-07-02 19:53:45,45.0
evt_07667,0xBeta,Zync,2025-07-02 19:56:45,180.0
evt_07668,0xBeta,Glint,2025-07-02 19:57:00,15.0
evt_07683,0xBeta,Withdr-O,2025-07-02 20:00:45,225.0
evt_07693,0xBeta,Depos-X,2025-07-02 20:03:15,150.0
evt_07710,0xBeta,Minty,2025-07-02 20:07:30,255.0
evt_07713,0xBeta,Minty,2025-07-02 20:08:15,45.0
evt_07721,0xBeta,Withdr-O,2025-07-02 20:10:15,120.0
evt_07781,0xBeta,Flux,2025-07-02 20:25:15,900.0
evt_07782,0xBeta,Glint,2025-07-02 20:25:30,15.0
evt_07792,0xBeta,Zync,2025-07-02 20:28:00,150.0
evt_07802,0xBeta,Yank,2025-07-02 20:30:30,150.0
evt_07804,0xBeta,Withdr-O,2025-07-02 20:31:00,30.0
evt_07821,0xBeta,Glint,2025-07-02 20:35:15,255.0
evt_07829,0xBeta,Yank,2025-07-02 20:37:15,120.0
evt_07831,0xBeta,Zync,2025-07-02 20:37:45,30.0
evt_07848,0xBeta,Withdr-O,2025-07-02 20:42:00,255.0
evt_07855,0xBeta,Minty,2025-07-02 20:43:45,105.0
evt_07864,0xBeta,Zync,2025-07-02 20:46:00,135.0
evt_07866,0xBeta,Minty,2025-07-02 20:46:30,30.0
evt_07905,0xBeta,Withdr-O,2025-07-02 20:56:15,585.0
evt_07922,0xBeta,Zync,2025-07-02 21:00:30,255.0
evt_07944,0xBeta,Withdr-O,2025-07-02 21:06:00,330.0
evt_07958,0xBeta,Flux,2025-07-02 21:09:30,210.0
evt_07975,0xBeta,Minty,2025-07-02 21:13:45,255.0
evt_07985,0xBeta,Yank,2025-07-02 21:16:15,150.0
evt_08000,0xBeta,Yank,2025-07-02 21:20:00,225.0
evt_08001,0xBeta,Minty,2025-07-02 21:20:15,15.0
evt_08007,0xBeta,Glint,2025-07-02 21:21:45,90.0
evt_08054,0xBeta,Minty,2025-07-02 21:33:30,705.0
evt_08070,0xBeta,Minty,2025-07-02 21:37:30,240.0
evt_08073,0xBeta,Zync,2025-07-02 21:38:15,45.0
evt_08103,0xBeta,Zync,2025-07-02 21:45:45,450.0
evt_08135,0xBeta,Glint,2025-07-02 21:53:45,480.0
evt_08143,0xBeta,Glint,2025-07-02 21:55:45,120.0
evt_08148,0xBeta,Depos-X,2025-07-02 21:57:00,75.0
evt_08172,0xBeta,Minty,2025-07-02 22:03:00,360.0
evt_08178,0xBeta,Glint,2025-07-02 22:04:30,90.0
evt_08179,0xBeta,Yank,2025-07-02 22:04:45,15.0
evt_08196,0xBeta,Flux,2025-07-02 22:09:00,255.0
evt_08261,0xBeta,Yank,2025-07-02 22:25:15,975.0
evt_08268,0xBeta,Yank,2025-07-02 22:27:00,105.0
evt_08269,0xBeta,Glint,2025-07-02 22:27:15,15.0
evt_08285,0xBeta,Minty,2025-07-02 22:31:15,240.0
evt_08289,0xBeta,Depos-X,2025-07-02 22:32:15,60.0
evt_08300,0xBeta,Glint,2025-07-02 22:35:00,165.0
evt_08323,0xBeta,Withdr-O,2025-07-02 22:40:45,345.0
evt_08327,0xBeta,Depos-X,2025-07-02 22:41:45,60.0
evt_08338,0xBeta,Glint,2025-07-02 22:44:30,165.0
evt_08363,0xBeta,Minty,2025-07-02 22:50:45,375.0
evt_08373,0xBeta,Flux,2025-07-02 22:53:15,150.0
evt_08377,0xBeta,Depos-X,2025-07-02 22:54:15,60.0
evt_08388,0xBeta,Flux,2025-07-02 22:57:00,165.0
evt_08397,0xBeta,Depos-X,2025-07-02 22:59:15,135.0
evt_08398,0xBeta,Zync,2025-07-02 22:59:30,15.0
evt_08461,0xBeta,Minty,2025-07-02 23:15:15,945.0
evt_08464,0xBeta,Glint,2025-07-02 23:16:00,45.0
evt_08474,0xBeta,Flux,2025-07-02 23:18:30,150.0
evt_08488,0xBeta,Zync,2025-07-02 23:22:00,210.0
evt_08532,0xBeta,Flux,2025-07-02 23:33:00,660.0
evt_08538,0xBeta,Flux,2025-07-02 23:34:30,90.0
evt_08553,0xBeta,Flux,2025-07-02 23:38:15,225.0
evt_08580,0xBeta,Withdr-O,2025-07-02 23:45:00,405.0
evt_08596,0xBeta,Withdr-O,2025-07-02 23:49:00,240.0
evt_08616,0xBeta,Depos-X,2025-07-02 23:54:00,300.0
evt_08653,0xBeta,Flux,2025-07-03 00:03:15,555.0
evt_08701,0xBeta,Glint,2025-07-03 00:15:15,720.0
evt_08719,0xBeta,Depos-X,2025-07-03 00:19:45,270.0
evt_08730,0xBeta,Glint,2025-07-03 00:22:30,165.0
evt_08735,0xBeta,Depos-X,2025-07-03 00:23:45,75.0
evt_08741,0xBeta,Glint,2025-07-03 00:25:15,90.0
evt_08749,0xBeta,Yank,2025-07-03 00:27:15,120.0
evt_08757,0xBeta,Withdr-O,2025-07-03 00:29:15,120.0
evt_08767,0xBeta,Zync,2025-07-03 00:31:45,150.0
evt_08774,0xBeta,Withdr-O,2025-07-03 00:33:30,105.0
evt_08796,0xBeta,Depos-X,2025-07-03 00:39:00,330.0
evt_08799,0xBeta,Glint,2025-07-03 00:39:45,45.0
evt_08802,0xBeta,Zync,2025-07-03 00:40:30,45.0
evt_08809,0xBeta,Minty,2025-07-03 00:42:15,105.0
evt_08823,0xBeta,Flux,2025-07-03 00:45:45,210.0
evt_08833,0xBeta,Depos-X,2025-07-03 00:48:15,150.0
evt_08835,0xBeta,Glint,2025-07-03 00:48:45,30.0
evt_08860,0xBeta,Minty,2025-07-03 00:55:00,375.0
evt_08868,0xBeta,Flux,2025-07-03 00:57:00,120.0
evt_08894,0xBeta,Flux,2025-07-03 01:03:30,390.0
evt_08933,0xBeta,Minty,2025-07-03 01:13:15,585.0
evt_08947,0xBeta,Withdr-O,2025-07-03 01:16:45,210.0
evt_08976,0xBeta,Glint,2025-07-03 01:24:00,435.0
evt_08981,0xBeta,Withdr-O,2025-07-03 01:25:15,75.0
evt_08995,0xBeta,Yank,2025-07-03 01:28:45,210.0
evt_08999,0xBeta,Yank,2025-07-03 01:29:45,60.0
evt_09014,0xBeta,Zync,2025-07-03 01:33:30,225.0
evt_09020,0xBeta,Minty,2025-07-03 01:35:00,90.0
evt_09023,0xBeta,Glint,2025-07-03 01:35:45,45.0
evt_09040,0xBeta,Depos-X,2025-07-03 01:40:00,255.0
evt_09058,0xBeta,Flux,2025-07-03 01:44:30,270.0
evt_09073,0xBeta,Depos-X,2025-07-03 01:48:15,225.0
evt_09103,0xBeta,Glint,2025-07-03 01:55:45,450.0
evt_09106,0xBeta,Glint,2025-07-03 01:56:30,45.0
evt_09144,0xBeta,Withdr-O,2025-07-03 02:06:00,570.0
evt_09146,0xBeta,Zync,2025-07-03 02:06:30,30.0
evt_09151,0xBeta,Flux,2025-07-03 02:07:45,75.0
evt_09167,0xBeta,Yank,2025-07-03 02:11:45,240.0
evt_09178,0xBeta,Minty,2025-07-03 02:14:30,165.0
evt_09181,0xBeta,Zync,2025-07-03 02:15:15,45.0
evt_09189,0xBeta,Flux,2025-07-03 02:17:15,120.0
evt_09204,0xBeta,Zync,2025-07-03 02:21:00,225.0
evt_09213,0xBeta,Zync,2025-07-03 02:23:15,135.0
evt_09215,0xBeta,Minty,2025-07-03 02:23:45,30.0
evt_09219,0xBeta,Depos-X,2025-07-03 02:24:45,60.0
evt_09227,0xBeta,Flux,2025-07-03 02:26:45,120.0
evt_09229,0xBeta,Minty,2025-07-03 02:27:15,30.0
evt_09240,0xBeta,Flux,2025-07-03 02:30:00,165.0
evt_09251,0xBeta,Depos-X,2025-07-03 02:32:45,165.0
evt_09253,0xBeta,Yank,2025-07-03 02:33:15,30.0
evt_09280,0xBeta,Withdr-O,2025-07-03 02:40:00,405.0
evt_09292,0xBeta,Glint,2025-07-03 02:43:00,180.0
evt_09296,0xBeta,Flux,2025-07-03 02:44:00,60.0
evt_09306,0xBeta,Zync,2025-07-03 02:46:30,150.0
evt_09312,0xBeta,Depos-X,2025-07-03 02:48:00,90.0
evt_09316,0xBeta,Depos-X,2025-07-03 02:49:00,60.0
evt_09320,0xBeta,Depos-X,2025-07-03 02:50:00,60.0
evt_09353,0xBeta,Depos-X,2025-07-03 02:58:15,495.0
evt_09372,0xBeta,Flux,2025-07-03 03:03:00,285.0
evt_09374,0xBeta,Minty,2025-07-03 03:03:30,30.0
evt_09390,0xBeta,Glint,2025-07-03 03:07:30,240.0
evt_09418,0xBeta,Glint,2025-07-03 03:14:30,420.0
evt_09448,0xBeta,Withdr-O,2025-07-03 03:22:00,450.0
evt_09450,0xBeta,Yank,2025-07-03 03:22:30,30.0
evt_09463,0xBeta,Minty,2025-07-03 03:25:45,195.0
evt_09467,0xBeta,Glint,2025-07-03 03:26:45,60.0
evt_09493,0xBeta,Withdr-O,2025-07-03 03:33:15,390.0
evt_09509,0xBeta,Zync,2025-07-03 03:37:15,240.0
evt_09540,0xBeta,Zync,2025-07-03 03:45:00,465.0
evt_09547,0xBeta,Withdr-O,2025-07-03 03:46:45,105.0
evt_09567,0xBeta,Yank,2025-07-03 03:51:45,300.0
evt_09569,0xBeta,Withdr-O,2025-07-03 03:52:15,30.0
evt_09576,0xBeta,Flux,2025-07-03 03:54:00,105.0
evt_09581,0xBeta,Yank,2025-07-03 03:55:15,75.0
evt_09585,0xBeta,Yank,2025-07-03 03:56:15,60.0
evt_09586,0xBeta,Zync,2025-07-03 03:56:30,15.0
evt_09587,0xBeta,Minty,2025-07-03 03:56:45,15.0
evt_09598,0xBeta,Yank,2025-07-03 03:59:30,165.0
evt_09606,0xBeta,Minty,2025-07-03 04:01:30,120.0
evt_09611,0xBeta,Zync,2025-07-03 04:02:45,75.0
evt_09625,0xBeta,Glint,2025-07-03 04:06:15,210.0
evt_09638,0xBeta,Flux,2025-07-03 04:09:30,195.0
evt_09639,0xBeta,Minty,2025-07-03 04:09:45,15.0
evt_09644,0xBeta,Depos-X,2025-07-03 04:11:00,75.0
evt_09652,0xBeta,Yank,2025-07-03 04:13:00,120.0
evt_09655,0xBeta,Withdr-O,2025-07-03 04:13:45,45.0
evt_09671,0xBeta,Withdr-O,2025-07-03 04:17:45,240.0
evt_09681,0xBeta,Glint,2025-07-03 04:20:15,150.0
evt_09727,0xBeta,Flux,2025-07-03 04:31:45,690.0
evt_09732,0xBeta,Glint,2025-07-03 04:33:00,75.0
evt_09749,0xBeta,Flux,2025-07-03 04:37:15,255.0
evt_09772,0xBeta,Minty,2025-07-03 04:43:00,345.0
evt_09796,0xBeta,Withdr-O,2025-07-03 04:49:00,360.0
evt_09803,0xBeta,Withdr-O,2025-07-03 04:50:45,105.0
evt_09826,0xBeta,Flux,2025-07-03 04:56:30,345.0
evt_09829,0xBeta,Flux,2025-07-03 04:57:15,45.0
evt_09841,0xBeta,Yank,2025-07-03 05:00:15,180.0
evt_09875,0xBeta,Depos-X,2025-07-03 05:08:45,510.0
evt_09876,0xBeta,Depos-X,2025-07-03 05:09:00,15.0
evt_09879,0xBeta,Glint,2025-07-03 05:09:45,45.0
evt_09921,0xBeta,Zync,2025-07-03 05:20:15,630.0
evt_09928,0xBeta,Zync,2025-07-03 05:22:00,105.0
evt_09943,0xBeta,Glint,2025-07-03 05:25:45,225.0
evt_09965,0xBeta,Depos-X,2025-07-03 05:31:15,330.0
evt_09975,0xBeta,Depos-X,2025-07-03 05:33:45,150.0
evt_09978,0xBeta,Glint,2025-07-03 05:34:30,45.0
evt_09979,0xBeta,Zync,2025-07-03 05:34:45,15.0
evt_09986,0xBeta,Yank,2025-07-03 05:36:30,105.0
evt_10003,0xBeta,Depos-X,2025-07-03 05:40:45,255.0
evt_10008,0xBeta,Depos-X,2025-07-03 05:42:00,75.0
evt_10018,0xBeta,Minty,2025-07-03 05:44:30,150.0
evt_10054,0xBeta,Yank,2025-07-03 05:53:30,540.0
